"Address","Date.of.Acquisition","Latitude","Longitude"
"1610 S TRUMBULL AVE","",NA,NA
"5304 S LOWE AVE","06/24/2004",41.7977774,-87.6419499
"2433 S CHRISTIANA AVE","04/14/1976",41.8471022,-87.7086211
"1421 S SAWYER AVE","03/01/1973",41.8617901,-87.7064032
"1931 S SAWYER AVE","05/09/1978",41.8544641,-87.7061971
"1829 S SAWYER AVE","07/31/1992",41.8564944,-87.7062539
"134 E 116TH ST","05/05/2005",41.6829324,-87.6192052
"1503 S SAWYER AVE","12/04/1970",41.860776,-87.7063744
"142 E 116TH ST","08/13/2008",41.6829376,-87.6189233
"136 E 116TH ST","05/12/2005",41.6829364,-87.6191072
"1435 S SAWYER AVE","07/31/1979",41.8613099,-87.7063896
"428 S CENTRAL PARK AVE","07/30/1992",NA,NA
"1444 S SAWYER AVE","01/27/1976",41.8614742,-87.7070956
"5321 W GLADYS AVE","12/05/1999",NA,NA
"7911 S TROY ST","10/27/2006",NA,NA
"1938 S SAWYER AVE","06/20/1978",41.8542521,-87.7068926
"43 S ALBANY AVE","",NA,NA
"130 E 116TH ST","05/05/2005",41.682958,-87.619383
"1532 S SAWYER AVE","07/06/1976",41.8598852,-87.7070506
"132 E 116TH ST","05/05/2005",41.6829427,-87.6192971
"1437 S SAWYER AVE","10/12/1989",41.8613785,-87.7063915
"1440 S SAWYER AVE","11/17/1972",41.8613714,-87.7070928
"6108 S WOOD ST","02/05/2003",41.7827173,-87.6694999
"140 E 116TH ST","08/13/2008",41.682937,-87.6190152
"8861 S PRINCETON AVE","12/14/2015",41.7326338,-87.6315036
"1425 S SAWYER AVE","05/03/1984",41.8617215,-87.7064013
"128 E 116TH ST","05/05/2005",41.6829811,-87.6194755
"848 N RIDGEWAY AVE","",NA,NA
"6551 S CARPENTER ST","02/03/1994",41.7745308,-87.6503782
"1447 S SAWYER AVE","05/02/1978",41.8611042,-87.7063837
"4445 S PRINCETON AVE","",NA,NA
"2715 E 75TH PL","01/06/1984",41.7581845,-87.558259
"1921 S SAWYER AVE","01/06/1983",41.8547385,-87.7062048
"3654 W OHIO ST","",41.8920102,-87.7183386
"1915 S ALBANY AVE","06/10/1997",41.8549341,-87.7025718
"3540 W LEXINGTON ST","",41.8720278,-87.7148013
"1435 S AVERS AVE","",41.8614795,-87.7210218
"2745 W POLK ST","",41.8708065,-87.6953287
"10714 S GREEN BAY AVE","",41.7004797,-87.5416956
"4123 W ADAMS ST","",41.877679,-87.7290154
"5415 S SEELEY AVE","",41.7952825,-87.6752268
"2841 W FLOURNOY ST","",41.8726014,-87.6977089
"1509 S SAWYER AVE","08/22/1974",41.8605798,-87.7063688
"10631 S STATE ST","08/30/2005",41.700832,-87.6229973
"1033 W 70TH ST","07/19/2007",41.7667684,-87.6508759
"4741 S ELIZABETH ST","",41.8072205,-87.6560809
"4852 W AUGUSTA BLVD","",41.8989181,-87.7479892
"10754 S INDIANA AVE","",41.6983112,-87.618769
"1062 W WINONA ST","",41.9754578,-87.657505
"326 W 58TH ST","",41.7891039,-87.6339979
"4153 W ADAMS ST","",41.8776652,-87.7301164
"1517 S HARDING AVE","",41.8601501,-87.7234269
"9010 S BALTIMORE AVE","",41.7314989,-87.5489123
"3452 W FULTON ST","",41.8866662,-87.7132872
"45 W 57TH PL","",41.7897977,-87.6274063
"1925 S TROY ST","11/14/1986",41.8546147,-87.7037689
"1916 S TROY ST","02/02/1998",41.8548167,-87.7044734
"5821 S DAMEN AVE","11/20/2018",41.7877828,-87.6738552
"6324 S HERMITAGE AVE","11/21/2005",41.7786293,-87.6682221
"5039 S MORGAN ST","",41.8021703,-87.6498738
"4116 W VAN BUREN ST","",41.8754901,-87.7286672
"1140 S WHIPPLE ST","",41.8670667,-87.7023756
"4363 S TROY ST","06/30/1980",41.8139032,-87.7031466
"3242 E 91ST ST","",41.7304438,-87.5452266
"1442 W 115TH ST","08/07/2002",41.6851256,-87.6586418
"4757 S THROOP ST","",41.8070279,-87.6574845
"3011 E 127TH ST","",41.6643901,-87.5490934
"8508 S CARPENTER ST","",41.7393037,-87.6501389
"6603 S HERMITAGE AVE","",41.7737546,-87.6673908
"6638 S MICHIGAN AVE","",41.7737779,-87.6230838
"6942 S LOOMIS BLVD","",41.767342,-87.6591774
"8556 S BURLEY AVE","10/30/2000",41.7396703,-87.5457354
"4448 S BERKELEY AVE","",41.8137993,-87.6008599
"4138 W WILCOX ST","",NA,NA
"4814 W HUBBARD ST","05/28/2003",41.8889346,-87.7463187
"714 E 46TH ST","",41.8114392,-87.6082783
"1426 S DRAKE AVE","08/20/1992",41.8615727,-87.7144117
"6101 S RACINE AVE","",41.7830924,-87.6542446
"7227 S STEWART AVE","",41.7627298,-87.6342358
"1427 W 109TH ST","",41.6955449,-87.6582608
"237 E 135TH PL","11/10/1997",41.648647,-87.6157289
"6802 S THROOP ST","",41.7702795,-87.6570353
"7719 S FIELDING AVE","09/25/1996",41.7535632,-87.637667
"12027 S UNION AVE","03/01/2005",41.6752078,-87.639071
"6612 S MAY ST","03/07/2002",41.7736825,-87.653484
"6434 S BISHOP ST","10/27/2009",41.7766201,-87.6608443
"2003 S ALBANY AVE","",41.8543323,-87.7025128
"6242 S MAY ST","",41.7801335,-87.653654
"6544 S YALE AVE","",41.7752257,-87.6318408
"1243 E 93RD ST","01/26/2006",41.7256105,-87.593121
"6323 S HERMITAGE AVE","",41.7787,-87.6677271
"730 W 48TH ST","",41.8073217,-87.6443177
"6217 S WINCHESTER AVE","01/20/2017",41.7806219,-87.6723829
"6011 S ABERDEEN ST","",41.7847203,-87.6518599
"610 W 120TH ST","",41.6762682,-87.6375716
"502 W 81ST ST","",41.7473412,-87.6376844
"1253 S KOSTNER AVE","12/10/2001",41.8644958,-87.7345636
"4739 W MAYPOLE AVE","",41.8840766,-87.744509
"1432 W 49TH PL","",41.8043575,-87.6613552
"1516 S KENNETH AVE","09/19/1980",41.8599699,-87.7363488
"12727 S CARONDOLET AVE","",41.6638186,-87.5492094
"327 W 109TH ST","",41.6958673,-87.6314814
"7159 S EGGLESTON AVE","10/24/2002",41.7636573,-87.6355027
"1433 S TRUMBULL AVE","",41.8614508,-87.7112678
"3027 E 79TH ST","07/31/1992",41.7516791,-87.5506289
"6433 S BISHOP ST","02/10/1995",41.7766987,-87.6601489
"6822 S NORMAL BLVD","",41.7701365,-87.6376571
"2745 W LEXINGTON ST","07/21/1980",41.8717171,-87.6953574
"6656 S PARNELL AVE","03/12/1982",41.771908,-87.6390861
"12735 S CARONDOLET AVE","",41.6635443,-87.5492086
"4222 W JACKSON BLVD","03/01/1973",41.8772707,-87.731446
"6740 S HERMITAGE AVE","12/24/2006",41.7709245,-87.6679767
"4760 S PRINCETON AVE","",41.8072996,-87.6336761
"5257 S MAY ST","",41.7979567,-87.653414
"7735 S NORMAL AVE","01/25/2006",41.7532917,-87.6364364
"2543 W FOSTER AVE","",41.9755649,-87.6940977
"7018 S LOOMIS BLVD","09/09/2008",41.7661727,-87.6593488
"614 W 120TH ST","12/22/1993",41.6762665,-87.6377212
"6826 S BISHOP ST","01/27/1999",41.7695859,-87.6606575
"116 N WALLER AVE","",41.8827174,-87.7686724
"5407 S SEELEY AVE","",41.7954481,-87.6752315
"510 W 81ST ST","",41.7473538,-87.6369737
"6015 S WOOD ST","",41.7844075,-87.6688465
"4465 S SHIELDS AVE","",41.8127051,-87.6342775
"7130 S HARVARD AVE","",41.7642985,-87.6341177
"619 N TROY ST","",41.8925208,-87.7048786
"243 E 134TH ST","",41.6515252,-87.6156244
"5918 S WABASH AVE","",41.7867845,-87.6240308
"11541 S YALE AVE","06/01/2011",41.684054,-87.6285051
"4424 S WOOD ST","11/15/1994",41.8132331,-87.6702986
"11825 S LAFAYETTE AVE","09/26/1996",41.6790134,-87.623574
"12124 S LOOMIS ST","",41.6731504,-87.6567229
"4954 W FERDINAND ST","04/22/2003",41.889787,-87.7502627
"4923 W JACKSON BLVD","11/15/2011",41.8765293,-87.7483043
"8238 S MACKINAW AVE","11/26/2001",41.7454279,-87.5434203
"5520 S WABASH AVE","07/12/1978",41.793488,-87.6245376
"6747 S PARNELL AVE","11/10/1999",41.7711709,-87.63832
"11653 S YALE AVE","11/26/2012",41.6818677,-87.628438
"6323 S MAY ST","",41.7789165,-87.6529231
"1222 S KEELER AVE","10/18/1979",41.8655392,-87.7304024
"957 E 134TH ST","12/27/2004",41.6515865,-87.598035
"1617 S SPAULDING AVE","",41.8584532,-87.7075281
"3236 E 89TH ST","",41.734018,-87.5454708
"3953 W ONTARIO ST","",41.8921357,-87.7254725
"6432 S STEWART AVE","",41.7770774,-87.6353764
"8039 S PARNELL AVE","11/09/2005",41.7477431,-87.6375129
"5802 S LAFLIN ST","",41.7884971,-87.6621502
"728 W 48TH ST","12/15/1978",41.8073234,-87.6442298
"5335 S WOLCOTT AVE","02/23/2016",41.7965475,-87.6716002
"1542 S MILLARD AVE","05/22/1978",41.8594705,-87.7167875
"9017 S BURLEY AVE","09/03/2004",41.7314053,-87.545314
"1522 S RIDGEWAY AVE","04/13/1976",41.859998,-87.7192435
"641 N LAMON AVE","07/31/1992",41.8926252,-87.7479894
"2812 W FLOURNOY ST","",41.8731365,-87.6967037
"5602 S LOWE AVE","09/01/2005",41.7923435,-87.6418069
"1432 S DRAKE AVE","08/20/1992",41.86143,-87.7144076
"6322 S ABERDEEN ST","",41.7789309,-87.6522005
"6324 S BELL AVE","",41.7784764,-87.6799827
"7724 S NORMAL AVE","02/13/2002",41.7536142,-87.6371844
"4046 W MONROE ST","",41.8799961,-87.7274252
"11950 S PARNELL AVE","08/26/2002",41.6764544,-87.6361938
"5012 S ELIZABETH ST","11/24/2003",41.8028192,-87.6566707
"313 W 51ST PL","02/01/2005",41.8006307,-87.6337419
"5403 S SHIELDS AVE","01/25/2005",41.7961999,-87.6339347
"4935 S WABASH AVE","",41.8046112,-87.6238593
"4510 W FULTON ST","",41.885451,-87.7385826
"7005 S VINCENNES AVE","05/08/2002",41.7669891,-87.6267567
"5216 S ABERDEEN ST","10/15/1996",41.7991065,-87.6527205
"5947 S LOOMIS BLVD","",41.7854176,-87.6591635
"3247 W FLOURNOY ST","",41.8724962,-87.7077704
"7150 S CARPENTER ST","",41.7636085,-87.6507893
"13400 S MARYLAND AVE","01/20/2005",41.6517117,-87.6013601
"2921 W ARTHINGTON ST","05/02/1978",41.8698524,-87.6993455
"11626 S STATE ST","09/01/2010",41.6816861,-87.6231509
"3856 W FERDINAND ST","",41.8901719,-87.7233225
"5014 S THROOP ST","12/28/1999",41.8026762,-87.6578762
"7153 S GREEN ST","",41.7636265,-87.645439
"526 W 61ST ST","",41.7837457,-87.6386572
"911 E 134TH ST","01/20/2005",41.6515874,-87.5997887
"3112 W WALNUT ST","",41.8856964,-87.7043773
"453 W 64TH ST","",41.7778792,-87.6369895
"2020 W 51ST PL","02/24/2004",41.8005512,-87.6756925
"6745 S ELIZABETH ST","",41.7709852,-87.6553416
"1346 S KOMENSKY AVE","05/22/1978",41.8628277,-87.7266504
"5768 S LASALLE ST","04/19/2005",41.7889244,-87.629498
"3738 W HURON ST","",41.8938582,-87.7202853
"1836 S DRAKE AVE","",41.856007,-87.7142527
"6041 S HONORE ST","",41.7836323,-87.6702344
"5037 S RACINE AVE","",41.8021725,-87.6547361
"4721 W SUPERIOR ST","03/04/2014",41.8938205,-87.7443885
"1324 W 71ST ST","10/22/2007",41.7652601,-87.6575884
"757 W 61ST PL","",41.7822503,-87.642843
"8308 S BUFFALO AVE","",41.7444249,-87.5446082
"6145 S PRINCETON AVE","",41.7821479,-87.6323615
"1430 S KOSTNER AVE","10/07/1988",41.8614379,-87.7349657
"4045 W WEST END AVE","05/20/1997",41.8830194,-87.7275401
"9773 S RACINE AVE","07/24/2007",41.7159191,-87.6527196
"4015 S LANGLEY AVE","",41.8209107,-87.6095705
"4154 W VAN BUREN ST","",41.8754725,-87.7300439
"7218 S YALE AVE","",41.7629917,-87.6310928
"8904 S BURLEY AVE","04/15/2005",41.7335666,-87.5461041
"5602 S LASALLE ST","",41.7925255,-87.6294035
"7028 S MARSHFIELD AVE","05/02/2005",41.7657662,-87.6654079
"1235 W 110TH ST","10/22/2012",41.6937802,-87.6536986
"1135 W 71ST ST","",41.7648095,-87.6531401
"6200 S WOLCOTT AVE","03/22/1991",41.7810664,-87.6718799
"5709 S PEORIA ST","",41.7902864,-87.6471341
"4356 S FORRESTVILLE AVE","08/17/1995",41.8150452,-87.6131511
"5120 S JUSTINE ST","06/08/2004",41.80062,-87.6638923
"13300 S SOUTH PARK AVE","",41.6535663,-87.6128059
"927 W 54TH PL","",41.7949027,-87.6486158
"504 N HAMLIN AVE","",41.8902204,-87.7214049
"345 N AVERS AVE","06/28/1976",41.8866642,-87.7220951
"3818 W FLOURNOY ST","03/09/1982",41.8728135,-87.7212629
"1550 S RIDGEWAY AVE","",41.859245,-87.7192216
"8937 S BRANDON AVE","",41.7326671,-87.5466336
"645 N LAWNDALE AVE","",41.8931154,-87.7183318
"7717 S FIELDING AVE","02/26/2002",41.7536656,-87.6376461
"9017 S MACKINAW AVE","",41.7313936,-87.5425228
"7524 S EGGLESTON AVE","",41.7573069,-87.635997
"2048 W 68TH PL","",41.7695867,-87.6755628
"4531 W WASHINGTON BLVD","03/19/1991",41.88151,-87.7392305
"7953 S MARQUETTE AVE","03/05/2012",41.7502693,-87.558582
"4127 W FIFTH AVE","11/15/2012",41.8717745,-87.7288402
"1538 W MARQUETTE RD","02/18/1997",41.7724682,-87.6631466
"5601 S THROOP ST","08/03/1984",41.7921958,-87.6569093
"917 W 53RD PL","04/25/2006",41.7966354,-87.6484201
"5632 S LASALLE ST","02/05/2002",41.7917587,-87.6295882
"5922 S LAFAYETTE AVE","02/07/2006",41.7866649,-87.6275627
"535 W 60TH PL","01/25/2006",41.784116,-87.6389658
"6105 S STEWART AVE","",41.7832916,-87.6348288
"3416 W WALNUT ST","04/24/2015",41.8857039,-87.7119463
"5201 S MAY ST","06/07/2004",41.799479,-87.6534526
"306 W 112TH PL","05/25/2000",41.6900329,-87.6306375
"929 W 51ST PL","",41.8003674,-87.6489431
"1618 S HAMLIN AVE","01/31/2008",41.8582872,-87.7203637
"7347 S PRINCETON AVE","",41.760387,-87.631748
"1515 S AVERS AVE","",41.8602527,-87.7209854
"7207 S UNION AVE","",41.7631652,-87.6410626
"8058 S ELIZABETH ST","05/21/2002",41.7469834,-87.6552084
"1358 S INDEPENDENCE BLVD","09/07/1989",41.8626101,-87.7204833
"418 W WINNECONNA PKWY","02/02/1995",41.7536522,-87.6350369
"5230 S EMERALD AVE","01/09/1978",41.7988418,-87.6443925
"3121 W LEXINGTON ST","",41.8716201,-87.7042901
"1311 S HOMAN AVE","",41.8641203,-87.7101265
"249 W 113TH ST","09/22/1987",41.6886113,-87.6297095
"1519 S AVERS AVE","",41.86015,-87.7209824
"7152 S NORMAL BLVD","",41.7636561,-87.6374122
"1744 W 63RD ST","",41.7795009,-87.6684811
"8406 S BAKER AVE","",41.7416053,-87.5478177
"6758 S JUSTINE ST","10/31/2007",41.7705218,-87.6631041
"1447 W 73RD PL","",41.7601429,-87.6608436
"5537 S LASALLE ST","",41.7931405,-87.629126
"647 N SPAULDING AVE","07/22/2015",41.8932904,-87.708579
"6934 S ADA ST","01/25/1996",41.7676141,-87.6581748
"4923 W VAN BUREN ST","10/09/2003",41.8746744,-87.7480995
"5043 S CARPENTER ST","04/22/2004",41.8020875,-87.6510878
"6229 S HONORE ST","09/01/2005",41.780369,-87.6699523
"1440 S KOSTNER AVE","11/14/2001",41.8610836,-87.7351616
"5602 S DAMEN AVE","05/05/2005",41.7918991,-87.6745986
"7136 S STEWART AVE","06/16/1999",41.7642119,-87.6350081
"2616 W LUTHER ST","10/09/2003",41.8472959,-87.6911381
"5604 S DAMEN AVE","05/05/2005",41.7918332,-87.6745967
"4219 W FIFTH AVE","03/06/1986",41.8711655,-87.731019
"650 N SAINT LOUIS AVE","",41.8932974,-87.7141592
"3908 W HURON ST","",NA,NA
"8529 S GIVINS CT","06/07/1996",41.7390883,-87.6424534
"2727 W POLK ST","05/25/1995",41.8708123,-87.6946426
"6224 S MARSHFIELD AVE","",41.780496,-87.6656009
"5567 S STEWART AVE","10/06/2005",41.793472,-87.6349575
"232 N LARAMIE AVE","04/01/1992",41.8853664,-87.7556026
"8740 S BUFFALO AVE","11/11/2011",41.7361938,-87.5448441
"1855 S TROY ST","",41.8557296,-87.7038008
"7406 S PEORIA ST","",41.7594211,-87.6470413
"6121 S ABERDEEN ST","03/06/2002",41.7825549,-87.6518027
"1449 S DRAKE AVE","07/28/1993",41.8609574,-87.7136921
"602 W 120TH ST","07/10/2002",41.6762711,-87.6373046
"1423 S AVERS AVE","",41.8618226,-87.7210321
"2110 W 67TH PL","05/22/1995",41.7712419,-87.6765915
"11438 S YALE AVE","01/21/1998",41.6858737,-87.6292545
"4343 S LANGLEY AVE","",NA,NA
"4317 S WELLS ST","03/22/1991",41.8158246,-87.6320057
"426 W MARQUETTE RD","05/05/1995",41.7728963,-87.6359986
"3936 W FLOURNOY ST","11/13/1974",41.8727166,-87.724588
"1419 W MARQUETTE RD","04/27/1993",41.7719892,-87.6599682
"5312 S WALLACE ST","03/26/1996",41.7975907,-87.6407266
"7735 S FIELDING AVE","05/08/2002",41.7532665,-87.6377278
"4459 S UNION AVE","02/15/1995",41.8127752,-87.6429235
"8812 S HOUSTON AVE","03/31/1995",41.7350657,-87.5503944
"315 W 53RD ST","",41.7980506,-87.6337409
"1101 S MOZART ST","",41.8681557,-87.6968182
"4124 W WASHINGTON BLVD","05/12/1987",41.8823863,-87.7292601
"1214 W 69TH ST","03/05/2002",41.7689388,-87.6549505
"8955 S BUFFALO AVE","",41.7322203,-87.5439397
"5338 S LAFLIN ST","01/22/1996",41.7965481,-87.6625787
"37 W 114TH PL","03/09/2016",41.6859485,-87.6243864
"5414 W WASHINGTON BLVD","",41.882527,-87.7606443
"5030 W QUINCY ST","04/23/1987",41.8778802,-87.7506181
"1801 W 69TH ST","04/15/2005",41.7682298,-87.668937
"5319 S SHIELDS AVE","08/20/1973",41.7975762,-87.6339681
"1066 W WINONA ST","",41.9754561,-87.6576154
"524 W 65TH PL","",41.7755516,-87.6378924
"5423 S SHIELDS AVE","",41.7956305,-87.6340997
"6503 S INGLESIDE AVE","",41.7766724,-87.6020502
"5419 S FEDERAL ST","",41.795826,-87.6275326
"9132 S MACKINAW AVE","02/03/1995",41.7291214,-87.5432759
"616 N HAMLIN AVE","",41.8922977,-87.7214654
"213 E 136TH PL","",41.6468971,-87.6165817
"5039 S LOOMIS ST","08/17/2004",41.8020352,-87.6595925
"552 W 120TH ST","",41.6761601,-87.6367287
"11928 S STEWART AVE","07/21/2009",41.676973,-87.6325971
"5741 S BISHOP ST","",41.789224,-87.6604765
"4336 S FORRESTVILLE AVE","",41.8155984,-87.6129674
"1443 S ST LOUIS AVE","08/20/1992",41.8611332,-87.7124761
"12052 S INDIANA AVE","10/02/2009",41.6747638,-87.6181241
"9738 S EGGLESTON AVE","12/20/2011",41.7167834,-87.6342076
"1511 S KEELER AVE","11/09/1989",41.8601604,-87.7295358
"4855 S ADA ST","02/20/2004",41.805306,-87.658461
"10563 S WENTWORTH AVE","02/25/2013",41.7016189,-87.6277875
"4365 S SHIELDS AVE","",41.8145353,-87.63433
"5626 S LA SALLE ST","05/22/1995",41.7919593,-87.6295935
"809 S KARLOV AVE","08/05/1986",41.8705584,-87.727433
"7237 S PAULINA ST","03/01/2011",41.761987,-87.6658238
"657 W GARFIELD BLVD","03/29/2006",41.7937884,-87.6424837
"424 W 61ST ST","03/02/1981",41.7837867,-87.6361767
"5035 S ABERDEEN ST","02/20/2004",41.8022704,-87.6523161
"339 N LOREL AVE","",41.8867709,-87.7586229
"6401 S ELLIS AVE","01/13/1995",41.7785052,-87.6000731
"11936 S PARNELL AVE","04/23/2002",41.6767798,-87.6362042
"1809 S RIDGEWAY AVE","",41.8568,-87.718482
"10110 S COMMERCIAL AVE","07/09/2002",41.7114826,-87.5520138
"6950 S WALLACE ST","04/05/2002",41.7674873,-87.6399446
"6416 S HOYNE AVE","08/17/2007",41.7769499,-87.6766357
"11040 S EDBROOKE AVE","01/28/2005",41.6931853,-87.6199071
"1653 S KEDVALE AVE","08/19/2011",41.8572777,-87.7282253
"1608 S CHRISTIANA AVE","03/01/1973",41.8587067,-87.7094537
"155 N LATROBE AVE","02/19/2004",41.8839684,-87.75607
"4456 W MONROE ST","11/14/2003",41.8798769,-87.7375943
"4024 W MONROE ST","",41.879858,-87.7266745
"118 N LOTUS AVE","12/17/2019",41.8828881,-87.7617775
"1313 S TALMAN AVE","07/25/1997",41.8642985,-87.6917546
"5741 S THROOP ST","",41.7892798,-87.6568323
"12241 S UNION AVE","09/12/2014",41.6712145,-87.6389358
"5017 S SHIELDS AVE","12/16/1998",41.803088,-87.6340501
"5564 S LASALLE ST","02/13/2002",41.7927264,-87.6296138
"6434 S WOOD ST","07/01/2005",41.7765142,-87.6693688
"6743 S RACINE AVE","02/14/2002",41.7710911,-87.6539337
"919 E 134TH ST","01/20/2005",41.6515881,-87.5994959
"5831 S LASALLE ST","01/09/2002",41.7879961,-87.6287569
"3635 W DOUGLAS BLVD","",41.8620323,-87.7166729
"5307 S MAY ST","07/23/2001",41.797579,-87.6534045
"2024 W 70TH PL","04/07/2010",41.7659673,-87.6745547
"8829 S BURLEY AVE","06/25/2002",41.7347157,-87.5453943
"1444 S SAINT LOUIS AVE","",41.8609853,-87.7131737
"6245 S LAFLIN ST","",41.7800216,-87.6621556
"724 W 48TH ST","07/28/1993",41.8073251,-87.6441418
"4506 W FULTON ST","06/10/2003",41.8855228,-87.7384458
"11824 S LAFAYETTE AVE","02/01/1999",41.679065,-87.6242883
"11327 S MICHIGAN AVE","06/19/2002",41.6881268,-87.6208537
"5209 S UNION AVE","",41.79949,-87.6427108
"5015 S ABERDEEN ST","12/30/1999",41.8028232,-87.6523213
"547 W 60TH PL","10/17/1995",41.7841075,-87.6394942
"6009 S PEORIA ST","",41.7848766,-87.6471921
"3943 W ONTARIO ST","",41.8921403,-87.7251782
"1419 S CHRISTIANA AVE","",41.8618316,-87.7088426
"3326 E 88TH ST","07/10/2002",41.735952,-87.5433233
"7320 S DAMEN AVE","",41.7604827,-87.6737764
"620 E 43RD ST","",41.8169944,-87.6107216
"3545 W GRENSHAW ST","01/14/1999",41.866992,-87.7147456
"6423 S JUSTINE ST","01/27/2010",41.7769397,-87.6625774
"7737 S FIELDING AVE","05/08/2002",41.7532118,-87.637739
"600 W 62ND ST","",41.7817595,-87.6401752
"2720 W LEXINGTON ST","02/08/1982",41.8722508,-87.6944091
"412 W WINNECONNA PKWY","02/02/1995",41.7537771,-87.634961
"3254 W WALNUT ST","03/01/1978",41.8856278,-87.7084067
"6031 S PEORIA ST","",41.784209,-87.6471532
"4453 S PRINCETON AVE","",41.8130484,-87.6331273
"6951 S GREEN ST","12/06/1979",41.7671762,-87.6453388
"12204 S MICHIGAN AVE","07/10/2002",41.6723645,-87.6206951
"4853 W WEST END AVE","",41.8827229,-87.7474593
"12100 S LOOMIS ST","04/20/2015",41.6738333,-87.6567456
"5440 S LAFLIN ST","08/22/2002",41.7946573,-87.6625294
"6834 S EMERALD AVE","06/24/2008",41.7695557,-87.6435924
"3650 W OHIO ST","",41.892012,-87.7181842
"4010 W VAN BUREN ST","",41.8755241,-87.7260295
"5923 S ABERDEEN ST","",41.7862099,-87.6520951
"1641 S LAWNDALE AVE","",41.8577409,-87.7172896
"1625 W WASHINGTON BLVD","",41.8831725,-87.6679187
"8117 S NORMAL AVE","04/22/2004",41.746521,-87.6362791
"5915 S WOOD ST","",41.7857551,-87.6688816
"632 E 134TH PL","07/14/2005",41.6512102,-87.6062293
"716 W 60TH ST","",41.7853616,-87.6432957
"629 E 45TH ST","",41.8130066,-87.6103172
"6413 S PARNELL AVE","",41.7775903,-87.6385325
"3010 E 79TH PL","02/19/1996",41.7512789,-87.5512092
"3652 W OHIO ST","",41.8920111,-87.7182614
"1804 S TRUMBULL AVE","11/21/1985",41.8570244,-87.7118427
"5229 S GREEN ST","06/16/2004",41.7988897,-87.6461605
"710 E 43RD ST","",41.8171313,-87.6086525
"4413 S WABASH AVE","",41.8142749,-87.6244511
"3936 W ERIE ST","",41.8930858,-87.7250226
"3017 W ARTHINGTON ST","",41.8698268,-87.7016021
"5931 S LASALLE ST","01/12/1995",41.7863239,-87.6286855
"3938 W FILLMORE ST","05/29/1981",41.8682659,-87.7243506
"8401 S BURLEY AVE","12/06/2000",41.7427949,-87.5450866
"6906 S NORMAL BLVD","10/04/1972",41.7691805,-87.6369432
"1549 S HOMAN AVE","",41.8594306,-87.7099922
"638 W 61ST ST","03/10/1977",41.7838467,-87.6415515
"5753 S GREEN ST","07/25/2006",41.7891057,-87.6458963
"8449 S BURLEY AVE","11/29/2000",41.7414986,-87.5450588
"1906 S CHRISTIANA AVE","",41.8551236,-87.7091515
"4225 W CARROLL AVE","03/02/1977",41.8866666,-87.7317493
"4856 W RACE AVE","",41.8907155,-87.7479327
"2866 W 23RD ST","06/17/2013",41.8503058,-87.6980235
"13429 S CORLISS AVE","01/20/2005",41.6509412,-87.6018475
"5107 S UNION AVE","",41.8013686,-87.6427436
"6824 S PARNELL AVE","",41.7699809,-87.6388053
"9013 S BURLEY AVE","11/18/1994",41.7314741,-87.5453158
"8156 S ELLIS AVE","11/18/1992",41.7460907,-87.6005376
"4329 S LANGLEY AVE","",41.8159196,-87.6088015
"6427 S PEORIA ST","",41.7770708,-87.646999
"10120 S COMMERCIAL AVE","06/03/2002",41.7111804,-87.5520688
"5322 S CARPENTER ST","05/28/2004",41.7971226,-87.6516678
"10817 S BISHOP ST","01/15/2007",41.6970619,-87.658649
"1324 S HOMAN AVE","",41.8637449,-87.7106104
"501 N LAWNDALE AVE","",41.8900838,-87.7182413
"6351 S HOYNE AVE","05/11/2006",41.7777636,-87.6759556
"1442 S HOMAN AVE","01/14/2002",41.8611821,-87.7107435
"8921 S MACKINAW AVE","",41.7331556,-87.5428231
"7956 S CARPENTER ST","09/06/2005",41.7488864,-87.6504085
"30 E 69TH ST","05/14/1976",41.7693458,-87.6237705
"6848 S LAFAYETTE AVE","",41.7695279,-87.6268023
"41 W GARFIELD BLVD","",41.7940353,-87.6273106
"1848 S HAMLIN AVE","02/02/1999",41.8556622,-87.7202896
"1024 N ROCKWELL ST","09/27/1991",41.9001128,-87.692154
